"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41067032005","Census Tract 320.05, Washington County, Oregon","3672","277","3022","267","2863","260","2769","271","0","12","2470","272","299","204","94","69","159","72","149","72","0","12","101","49","48","55","10","16","650","145","601","129","0","12","505","127","96","57","49","41"
"1400000US41067032107","Census Tract 321.07, Washington County, Oregon","1760","120","1251","122","1176","121","1168","120","0","12","1159","120","9","12","8","12","75","32","75","32","0","12","75","32","0","12","0","12","509","94","503","93","6","10","491","92","6","9","6","9"
"1400000US41067032108","Census Tract 321.08, Washington County, Oregon","3313","197","2674","210","2528","215","2453","217","0","12","2453","217","0","12","75","54","146","66","136","64","0","12","136","64","0","12","10","15","639","114","596","111","0","12","586","110","10","16","43","41"
"1400000US41067032109","Census Tract 321.09, Washington County, Oregon","2437","139","1583","119","1529","114","1529","114","7","10","1515","114","7","10","0","12","54","33","54","33","0","12","54","33","0","12","0","12","854","109","854","109","0","12","797","113","57","65","0","12"
"1400000US41067032110","Census Tract 321.10, Washington County, Oregon","1968","196","1408","172","1385","171","1385","171","0","12","1315","167","70","50","0","12","23","15","23","15","0","12","23","15","0","12","0","12","560","95","532","95","0","12","508","98","24","21","28","19"
"1400000US41067032407","Census Tract 324.07, Washington County, Oregon","4275","200","3332","202","3201","199","3179","204","0","17","2996","255","183","151","22","34","131","84","131","84","0","17","131","84","0","17","0","17","943","160","912","156","0","17","912","156","0","17","31","37"
"1400000US41067032408","Census Tract 324.08, Washington County, Oregon","6414","434","5079","462","4815","402","4815","402","0","17","4713","408","102","93","0","17","264","136","264","136","0","17","264","136","0","17","0","17","1335","277","1282","278","0","17","1236","264","46","79","53","50"
"1400000US41067032409","Census Tract 324.09, Washington County, Oregon","3435","334","2432","305","2147","292","2014","314","0","17","1615","335","399","191","133","122","285","121","285","121","0","17","189","115","96","66","0","17","1003","215","871","197","0","17","670","180","201","106","132","103"
"1400000US41039002202","Census Tract 22.02, Lane County, Oregon","5354","290","3573","295","3349","288","3303","286","0","17","3204","305","99","66","46","45","224","112","224","112","0","17","224","112","0","17","0","17","1781","265","1730","268","0","17","1676","268","54","49","51","47"
"1400000US41039003800","Census Tract 38, Lane County, Oregon","7528","872","4620","671","4215","652","4215","652","40","46","3137","574","1038","426","0","17","405","172","405","172","0","17","348","177","57","69","0","17","2908","715","2908","715","0","17","2037","676","871","445","0","17"
"1400000US41039004200","Census Tract 42, Lane County, Oregon","2423","173","1763","154","1669","152","1655","148","0","12","1501","156","154","80","14","23","94","49","94","49","0","12","94","49","0","12","0","12","660","127","573","131","0","12","509","128","64","39","87","50"
"1400000US41039004600","Census Tract 46, Lane County, Oregon","2296","216","1428","151","1330","152","1330","152","10","16","1301","155","19","20","0","12","98","51","98","51","0","12","98","51","0","12","0","12","868","159","815","169","0","12","757","166","58","47","53","47"
"1400000US41039005100","Census Tract 51, Lane County, Oregon","2693","238","1769","212","1644","197","1570","196","16","20","1487","206","67","45","74","88","125","67","125","67","0","12","117","66","8","13","0","12","924","156","799","151","0","12","769","147","30","33","125","60"
"1400000US41039003202","Census Tract 32.02, Lane County, Oregon","3272","250","2210","240","2137","233","2094","235","30","47","1926","262","138","89","43","40","73","49","69","49","0","12","62","49","7","16","4","10","1062","155","845","133","47","51","752","114","46","32","217","117"
"1400000US41039002501","Census Tract 25.01, Lane County, Oregon","3899","255","2736","214","2515","227","2494","225","0","17","2457","228","37","41","21","24","221","88","221","88","0","17","221","88","0","17","0","17","1163","192","1099","188","0","17","991","184","108","72","64","45"
"1400000US41039002700","Census Tract 27, Lane County, Oregon","3355","244","2044","254","1853","225","1813","222","0","12","1693","233","120","67","40","31","191","126","191","126","0","12","191","126","0","12","0","12","1311","211","1179","218","0","12","985","223","194","108","132","71"
"1400000US41039003201","Census Tract 32.01, Lane County, Oregon","2251","196","1493","230","1381","216","1361","210","0","12","1343","210","18","20","20","23","112","76","112","76","0","12","112","76","0","12","0","12","758","134","689","141","24","37","617","141","48","39","69","46"
"1400000US41039001202","Census Tract 12.02, Lane County, Oregon","3411","265","1798","185","1651","208","1631","206","14","23","1413","203","204","117","20","22","147","80","147","80","0","12","147","80","0","12","0","12","1613","227","1468","221","12","18","1273","202","183","104","145","69"
"1400000US41039001500","Census Tract 15, Lane County, Oregon","3960","383","1521","269","1281","294","1146","309","0","12","1060","308","86","87","135","104","240","123","221","123","0","12","221","123","0","12","19","33","2439","361","1929","336","45","53","1720","335","164","126","510","224"
"1400000US41039001801","Census Tract 18.01, Lane County, Oregon","4611","287","3030","279","2767","272","2767","272","0","17","2729","269","38","47","0","17","263","115","263","115","0","17","263","115","0","17","0","17","1581","194","1528","200","0","17","1480","208","48","49","53","45"
"1400000US41039005400","Census Tract 54, Lane County, Oregon","4647","287","3060","253","2875","232","2853","232","0","17","2779","232","74","62","22","35","185","82","185","82","0","17","185","82","0","17","0","17","1587","189","1470","197","0","17","1406","193","64","73","117","91"
"1400000US41039004300","Census Tract 43, Lane County, Oregon","5780","451","3534","488","3290","467","3207","473","0","17","2875","399","332","291","83","70","244","117","244","117","0","17","244","117","0","17","0","17","2246","349","1746","339","15","24","1564","347","167","157","500","198"
"1400000US41039004700","Census Tract 47, Lane County, Oregon","3616","301","2629","240","2497","235","2461","235","0","12","2389","243","72","72","36","22","132","56","132","56","0","12","132","56","0","12","0","12","987","196","953","197","0","12","937","197","16","25","34","23"
"1400000US41039005000","Census Tract 50, Lane County, Oregon","4442","353","2877","353","2694","378","2694","378","0","17","2509","393","185","240","0","17","183","117","183","117","0","17","183","117","0","17","0","17","1565","216","1565","216","18","28","1456","215","91","64","0","17"
