"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41051006300","Census Tract 63, Multnomah County, Oregon","1661","72","1486","88","9","14","1477","88","1219","103","72","34","1381","88","241","71","50","32","0","17","0","17","94","80","81","42"
"1400000US41051006402","Census Tract 64.02, Multnomah County, Oregon","2107","157","2039","153","0","17","2039","153","1662","171","90","61","1851","174","352","128","52","44","9","15","16","25","34","37","34","39"
"1400000US41051007000","Census Tract 70, Multnomah County, Oregon","3168","160","3065","174","21","33","3044","177","2699","213","85","60","2908","196","310","123","162","97","0","17","0","17","19","30","84","59"
"1400000US41051007201","Census Tract 72.01, Multnomah County, Oregon","1181","120","1003","112","9","14","994","109","806","120","125","74","827","116","188","73","58","47","0","12","0","12","30","24","148","76"
"1400000US41051003802","Census Tract 38.02, Multnomah County, Oregon","1410","73","1283","80","0","12","1283","80","1049","106","129","75","1118","109","234","78","14","20","0","12","0","12","38","36","89","47"
"1400000US41051003901","Census Tract 39.01, Multnomah County, Oregon","2885","150","2623","172","0","17","2623","172","2045","220","351","149","2190","204","522","150","84","70","17","29","0","17","0","17","262","114"
"1400000US41051005500","Census Tract 55, Multnomah County, Oregon","1687","104","1349","127","0","12","1349","127","1059","140","141","84","1134","112","243","71","45","29","10","15","0","12","104","49","234","97"
"1400000US41051005800","Census Tract 58, Multnomah County, Oregon","2411","173","2006","205","12","19","1994","205","1647","188","50","44","1928","219","331","107","32","33","0","12","0","12","105","99","300","155"
"1400000US41051005900","Census Tract 59, Multnomah County, Oregon","4830","227","4530","248","66","85","4464","230","3516","280","228","119","4200","239","913","199","190","80","19","30","0","17","175","69","125","66"
"1400000US41051006701","Census Tract 67.01, Multnomah County, Oregon","1373","67","1259","79","0","12","1259","79","999","102","50","41","1141","95","227","69","46","27","14","15","19","31","86","59","28","22"
"1400000US41051007300","Census Tract 73, Multnomah County, Oregon","188","60","106","52","0","12","106","52","97","50","21","27","63","39","9","11","17","27","0","12","0","12","10","11","72","43"
"1400000US41051008002","Census Tract 80.02, Multnomah County, Oregon","1136","88","950","115","9","14","941","116","709","110","77","52","805","129","200","79","38","28","24","22","0","12","18","21","168","73"
"1400000US41051008901","Census Tract 89.01, Multnomah County, Oregon","3177","139","2806","181","0","19","2806","181","2219","191","335","162","2422","242","587","164","102","80","0","19","0","19","94","91","277","127"
"1400000US41051009000","Census Tract 90, Multnomah County, Oregon","3405","170","2737","223","0","19","2737","223","2120","214","543","178","2120","249","600","181","153","95","0","19","0","19","68","58","600","213"
"1400000US41051009202","Census Tract 92.02, Multnomah County, Oregon","1724","83","1481","106","39","30","1442","110","1172","138","267","131","1065","152","252","81","42","45","0","17","10","15","10","16","233","75"
"1400000US41051009301","Census Tract 93.01, Multnomah County, Oregon","2286","139","1834","197","0","17","1834","197","1589","212","453","180","1347","215","245","113","65","62","0","17","0","17","154","124","298","158"
"1400000US41051009801","Census Tract 98.01, Multnomah County, Oregon","1482","90","1085","133","0","12","1085","133","833","147","205","109","859","126","221","88","28","27","21","24","0","12","28","27","369","120"
"1400000US41051008400","Census Tract 84, Multnomah County, Oregon","1586","110","1188","141","0","12","1188","141","864","127","190","80","963","126","316","79","52","46","0","12","0","12","72","38","326","109"
"1400000US41051008902","Census Tract 89.02, Multnomah County, Oregon","1472","84","1328","98","0","12","1328","98","1055","123","174","95","1107","136","264","97","35","29","0","12","9","14","7","12","137","72"
"1400000US41051009101","Census Tract 91.01, Multnomah County, Oregon","2026","110","1524","160","21","23","1503","156","1172","167","185","97","1235","149","303","97","115","54","28","28","0","17","33","28","469","155"
"1400000US41051010002","Census Tract 100.02, Multnomah County, Oregon","1964","152","1778","175","16","19","1762","175","1329","184","93","76","1647","169","422","110","72","54","0","17","0","17","67","53","119","75"
"1400000US41051007600","Census Tract 76, Multnomah County, Oregon","1328","91","1038","112","0","12","1038","112","897","110","173","99","850","111","141","66","22","23","0","12","0","12","11","16","279","112"
"1400000US41051007700","Census Tract 77, Multnomah County, Oregon","804","56","716","57","0","12","716","57","577","80","135","61","565","70","119","57","24","21","9","13","0","12","17","12","71","30"
"1400000US41051008100","Census Tract 81, Multnomah County, Oregon","3116","156","2441","205","15","26","2426","206","2013","217","424","169","1892","238","366","127","158","99","47","45","0","17","93","63","582","184"
"1400000US41051008700","Census Tract 87, Multnomah County, Oregon","1793","88","1591","105","0","17","1591","105","1280","108","164","64","1387","116","299","72","47","37","0","17","0","17","18","20","184","69"
"1400000US41051009102","Census Tract 91.02, Multnomah County, Oregon","2278","124","1858","183","17","29","1841","181","1438","195","177","104","1583","189","323","138","116","70","0","17","0","17","22","33","398","166"
"1400000US41051010402","Census Tract 104.02, Multnomah County, Oregon","2238","131","2025","155","16","26","2009","153","1605","215","142","84","1823","159","360","129","75","58","44","43","0","17","20","30","193","120"
"1400000US41051009604","Census Tract 96.04, Multnomah County, Oregon","1910","101","1427","136","0","17","1427","136","1058","147","417","128","992","129","336","112","35","30","18","22","0","17","121","94","362","119"
"1400000US41051009605","Census Tract 96.05, Multnomah County, Oregon","2239","170","1979","217","0","17","1979","217","1536","248","435","148","1525","204","433","152","63","53","0","17","0","17","100","111","160","118"
"1400000US41051009606","Census Tract 96.06, Multnomah County, Oregon","2020","103","1436","160","8","13","1428","160","1060","153","288","133","1114","147","349","94","36","35","0","17","0","17","113","87","471","155"
"1400000US41051010408","Census Tract 104.08, Multnomah County, Oregon","2025","103","1577","205","0","17","1577","205","1281","207","290","134","1280","211","289","124","60","50","7","11","0","17","62","65","386","214"
"1400000US41051010305","Census Tract 103.05, Multnomah County, Oregon","1518","78","1335","106","0","12","1335","106","1004","119","63","43","1253","111","323","102","46","31","0","12","0","12","0","12","183","95"
"1400000US41051009702","Census Tract 97.02, Multnomah County, Oregon","2640","268","1978","231","0","17","1978","231","1512","209","368","139","1462","253","430","133","244","137","0","17","0","17","43","36","619","213"
"1400000US41051009803","Census Tract 98.03, Multnomah County, Oregon","2651","182","1925","180","0","17","1925","180","1575","186","395","173","1486","209","336","125","59","48","0","17","0","17","117","56","609","160"
"1400000US41051010304","Census Tract 103.04, Multnomah County, Oregon","1266","103","1099","106","9","13","1090","108","920","101","238","68","829","96","170","60","87","44","0","12","0","12","12","19","155","64"
"1400000US41051007400","Census Tract 74, Multnomah County, Oregon","1396","91","1240","108","0","12","1240","108","1061","112","220","130","1020","128","179","72","26","29","0","12","0","12","28","27","128","61"
"1400000US41051000701","Census Tract 7.01, Multnomah County, Oregon","2003","82","1794","97","10","15","1784","97","1459","124","171","75","1584","106","315","85","30","32","0","12","0","12","31","26","178","68"
"1400000US41051001602","Census Tract 16.02, Multnomah County, Oregon","1779","71","1516","105","21","24","1495","107","1241","113","252","87","1217","126","245","90","61","41","0","12","0","12","43","36","220","83"
"1400000US41051002802","Census Tract 28.02, Multnomah County, Oregon","1357","50","1281","69","0","12","1281","69","948","97","74","45","1155","77","325","80","32","49","0","12","0","12","14","22","62","35"
"1400000US41051003602","Census Tract 36.02, Multnomah County, Oregon","2472","81","2222","123","0","17","2222","123","1716","204","193","83","1983","131","450","152","28","35","20","32","18","29","108","95","142","72"
"1400000US41051005100","Census Tract 51, Multnomah County, Oregon","5570","396","4409","480","29","45","4380","482","3827","459","373","172","3782","416","447","172","274","147","79","74","0","17","460","180","701","288"
"1400000US41051006002","Census Tract 60.02, Multnomah County, Oregon","961","41","857","43","0","12","857","43","696","57","49","37","784","58","143","46","24","21","0","12","0","12","25","17","79","31"
"1400000US41051008600","Census Tract 86, Multnomah County, Oregon","1562","135","1379","150","12","15","1367","149","1126","144","326","132","990","117","212","75","47","38","16","23","13","15","41","41","142","55"
"1400000US41051007100","Census Tract 71, Multnomah County, Oregon","1095","116","939","114","0","12","939","114","746","107","144","82","618","104","111","59","212","66","54","35","15","23","17","18","139","63"
"1400000US41051008001","Census Tract 80.01, Multnomah County, Oregon","1352","104","1123","116","0","12","1123","116","945","143","86","50","1031","113","172","67","23","28","0","12","6","9","58","45","171","75"
"1400000US41051008500","Census Tract 85, Multnomah County, Oregon","1576","61","1313","129","12","18","1301","132","1012","129","168","100","1086","135","266","98","99","55","15","23","0","12","40","37","223","120"
"1400000US41051000702","Census Tract 7.02, Multnomah County, Oregon","2009","87","1672","130","0","17","1672","130","1350","167","64","47","1564","139","279","112","28","32","14","23","15","22","25","30","312","109"
"1400000US41051001801","Census Tract 18.01, Multnomah County, Oregon","2142","61","1817","102","0","12","1817","102","1396","121","152","91","1610","131","374","129","42","38","42","38","0","12","79","58","246","70"
"1400000US41051001802","Census Tract 18.02, Multnomah County, Oregon","1664","53","1428","89","0","12","1428","89","1147","111","154","75","1244","106","269","72","24","28","0","12","0","12","81","58","155","68"
"1400000US41051002100","Census Tract 21, Multnomah County, Oregon","1481","126","1333","140","0","12","1333","140","1139","139","109","59","1197","138","194","66","44","38","0","12","0","12","61","40","87","60"
"1400000US41051002402","Census Tract 24.02, Multnomah County, Oregon","2002","150","1737","174","16","24","1721","172","1282","180","170","121","1519","173","427","123","43","45","0","12","0","12","146","75","119","59"
"1400000US41051002903","Census Tract 29.03, Multnomah County, Oregon","2069","139","1788","154","0","17","1788","154","1338","185","252","134","1488","185","405","145","128","62","30","37","0","17","71","55","210","108"
"1400000US41051003301","Census Tract 33.01, Multnomah County, Oregon","1332","101","1115","98","0","12","1115","98","954","117","220","114","873","113","161","68","9","14","0","12","0","12","19","16","198","109"
"1400000US41051003702","Census Tract 37.02, Multnomah County, Oregon","1042","43","906","52","0","12","906","52","721","68","83","54","800","64","166","50","55","40","7","10","0","12","50","29","86","34"
"1400000US41051003801","Census Tract 38.01, Multnomah County, Oregon","1371","89","1144","91","0","12","1144","91","883","96","105","54","1002","105","240","87","36","31","11","17","0","12","127","69","100","53"
"1400000US41051004200","Census Tract 42, Multnomah County, Oregon","1910","94","1774","115","14","22","1760","111","1528","118","187","82","1528","115","190","62","103","63","13","20","5","9","53","38","83","63"
"1400000US41051004700","Census Tract 47, Multnomah County, Oregon","2587","128","2281","178","0","12","2281","178","1846","183","164","93","1998","165","435","138","110","79","0","12","0","12","106","89","200","134"
"1400000US41051006502","Census Tract 65.02, Multnomah County, Oregon","2063","129","1894","151","16","25","1878","152","1536","152","115","78","1747","169","325","126","33","37","0","12","0","12","49","46","120","88"
"1400000US41051006802","Census Tract 68.02, Multnomah County, Oregon","1454","67","1406","71","0","12","1406","71","1176","99","76","46","1300","86","207","67","45","36","0","12","0","12","22","22","26","24"
"1400000US41051007500","Census Tract 75, Multnomah County, Oregon","1782","148","1582","139","0","17","1582","139","1323","152","98","56","1424","145","229","79","101","58","9","14","0","17","10","16","190","88"
"1400000US41051007800","Census Tract 78, Multnomah County, Oregon","785","39","683","44","3","5","680","44","529","53","81","39","579","47","144","42","23","15","0","12","0","12","20","20","82","33"
"1400000US41051008800","Census Tract 88, Multnomah County, Oregon","1620","82","1459","102","5","9","1454","101","1235","121","200","106","1237","105","219","75","17","18","0","12","0","12","31","30","130","66"
